足	ソク ・ あし ・ たりる ・ たる ・ たす	leg; foot; be sufficient; counter for pairs of footwear	general
村	ソン ・ むら	village; town	general
石	セキ ・ シャク ・ コク ・ いし	stone	general
赤	セキ ・ シャク ・ あか ・ あか- ・ あかい ・ あからむ ・ あからめる	red	general
先	セン ・ さき ・ まず	before; ahead; previous; future; precedence	general
千	セン ・ ち	thousand	general
川	セン ・ かわ	stream; river; river or 3-stroke river radical (no. 47)	general
正	セイ ・ ショウ ・ ただしい ・ ただす ・ まさ ・ まさに	correct; justice; righteous; 10**40	general
生	セイ ・ ショウ ・ いきる ・ いかす ・ いける ・ うまれる ・ うまれ ・ うまれ ・ うむ ・ おう ・ はえる ・ はやす ・ き	life; genuine; birth	general
青	セイ ・ ショウ ・ あお ・ あお- ・ あおい	blue; green	general
水	スイ ・ みず ・ みず-	water	general
森	シン ・ もり	forest; woods	general
人	ジン ・ ニン ・ ひと ・ -り ・ -と	person	general
女	ジョ ・ ニョ ・ ニョウ ・ おんな ・ め	woman; female	general
小	ショウ ・ ちいさい ・ こ- ・ お- ・ さ-	little; small	general
上	ジョウ ・ ショウ ・ シャン ・ うえ ・ -うえ ・ うわ- ・ かみ ・ あげる ・ -あげる ・ あがる ・ -あがる ・ あがり ・ -あ	above; up	general
出	シュツ ・ スイ ・ でる ・ -で ・ だす ・ -だす ・ いでる ・ いだす	exit; leave	general
十	ジュウ ・ ジッ ・ ジュッ ・ とお ・ と	ten	general
手	シュ ・ ズ ・ て ・ て- ・ -て ・ た-	hand	general
車	シャ ・ くるま	car	general
耳	ジ ・ みみ	ear	general
七	シチ ・ なな ・ ななつ ・ なの	seven	general
字	ジ ・ あざ ・ あざな ・ -な	character; letter; word; section of village	general
糸	シ ・ いと	thread	general
四	シ ・ よ ・ よつ ・ よっつ ・ よん	four	general
子	シ ・ ス ・ ツ ・ こ ・ -こ ・ ね	child; sign of the rat; 11PM-1AM; first sign of Chinese zodiac	general
三	サン ・ ゾウ ・ み ・ みつ ・ みっつ	three	general
山	サン ・ セン ・ やま	mountain	general
左	サ ・ シャ ・ ひだり	left	general
校	コウ ・ キョウ	exam; school; printing; proof; correction	general
口	コウ ・ ク ・ くち	mouth	general
五	ゴ ・ いつ ・ いつつ	five	general
月	ゲツ ・ ガツ ・ つき	month; moon	general
犬	ケン ・ いぬ ・ いぬ-	dog	general
見	ケン ・ みる ・ みえる ・ みせる	see; hopes; chances; idea; opinion; look at; visible	general
金	キン ・ コン ・ ゴン ・ かね ・ かな- ・ -がね	gold	general
九	キュウ ・ ク ・ ここの ・ ここのつ	nine	general
空	クウ ・ そら ・ あく ・ あき ・ あける ・ から ・ すく ・ すかす ・ むなしい	empty; sky; void; vacant; vacuum	general
玉	ギョク ・ たま ・ たま- ・ -だま	jewel; ball	general
気	キ ・ ケ ・ いき	spirit; mind; air; atmosphere; mood	general
休	キュウ ・ やすむ ・ やすまる ・ やすめる	rest; day off; retire; sleep	general
貝	バイ ・ かい	shellfish	general
学	ガク ・ まなぶ	study; learning; science	general
右	ウ ・ ユウ ・ みぎ	right	general
雨	ウ ・ あめ ・ あま- ・ -さめ	rain	general
円	エン ・ まるい ・ まる ・ まど ・ まどか ・ まろやか	circle; yen; round	general
王	オウ ・ -ノウ	king; rule; magnate	general
音	オン ・ イン ・ -ノン ・ おと ・ ね	sound; noise	general
下	カ ・ ゲ ・ した ・ しも ・ もと ・ さげる ・ さがる ・ くだる ・ くだり ・ くだす ・ -くだす ・ くださる ・ おろす ・	below; down; descend; give; low; inferior	general
火	カ ・ ひ ・ -び ・ ほ-	fire	general
花	カ ・ ケ ・ はな	flower	general
一	イチ ・ イツ ・ ひと- ・ ひとつ	one; one radical (no.1)	general
