歴	passage of time	reki	reki	JDIC_Audio_All/れっきとした - 歴とした.mp3	レキ,レッキ	レキ,レッキ	curriculum; continuation; passage of time
連	lead	ren	tsura(naru), tsura(neru), tsu(reru)	JDIC_Audio_All/れん - 連.mp3	レン	つらなる,つらねる	take along; lead; join; connect; party; gang; clique
労	labor	roo	roosuru, itawaru	JDIC_Audio_All/ろう - 労.mp3	ロウ	ろうする,いたわる	labor; thank for; reward for; toil; trouble
老	old age	roo	o(iru), fu(keru)	JDIC_Audio_All/ろう - 老.mp3	ロウ	おいる,ふける	old man; old age; grow old
録	record	roku	shirusu	sounds/common/roku.wav	ロク	ロク	record
良	good	ryoo	yo(i)	JDIC_Audio_All/りょう - 良.mp3	リョウ	よい,-よい	good; pleasing; skilled
量	measure	ryoo	haka(ru)	JDIC_Audio_All/りょう - 量.mp3	リョウ	はかる	quantity; measure; weight; amount; consider; estimate; surmise
輪	wheel	rin	wa	JDIC_Audio_All/りん - 輪.mp3	リン	わ	wheel; ring; circle; link; loop; counter for wheels and flowers
類	sort	rui	tagui	JDIC_Audio_All/たぐい - 類.mp3	ルイ	たぐい	sort; kind; variety; class; genus
令	orders	rei	rei	JDIC_Audio_All/れい - 令.mp3	レイ	レイ	orders; ancient laws; command; decree
例	example	rei	tato(eru)	JDIC_Audio_All/ためし - 例.mp3	レイ	たとえる	example; custom; usage; precedent
冷	cool	rei	tsume(tai), hi(eru), hi(ya), hi(yasu), hi(yakasu), sa(meru), sa(masu)	JDIC_Audio_All/れい - 冷.mp3	レイ	つめたい,ひえる	cool; cold (beer, person); chill
要	need	yoo	i(ru)	JDIC_Audio_All/かなめ - 要.mp3	ヨウ	いる,かなめ	need; main point; essence; pivot; key to
養	foster	yoo	yashina(u)	JDIC_Audio_All/やしなう - 養う.mp3	ヨウ,リョウ	やしなう	foster; bring up; rear; develop; nurture
浴	bathe	yoku	a(biru), a(biseru)	JDIC_Audio_All/あびる - 浴びる.mp3	ヨク	あびる,あびせる	bathe; be favored with; bask in
利	profit	ri	ki(ku)	JDIC_Audio_All/り - 利.mp3	リ	きく	profit; advantage; benefit
陸	land	riku	oka	JDIC_Audio_All/おか - 陸.mp3	リク,ロク	おか	land; six
料	fee	ryoo	ryoo	JDIC_Audio_All/りょう - 料.mp3	リョウ	リョウ	fee; materials
勇	courage	yuu	isa(mu)	JDIC_Audio_All/ゆう - 勇.mp3	ユウ	いさむ	courage; cheer up; be in high spirits; bravery; heroism
約	promise	yaku	tsudzumaru	JDIC_Audio_All/やく - 約.mp3	ヤク	ヤク	promise; approximately; shrink
満	full	man	mi(chiru), mi(tasu)	JDIC_Audio_All/みちる - 満ちる.mp3	マン,バン	みちる,みつ	full; fullness; enough; satisfy
未	un-	mi	imada	JDIC_Audio_All/ひつじ - 未.mp3	ミ,ビ	いまだ,まだ	un-; not yet; hitherto; still; even now; sign of the ram; 1-3PM; eighth sign of Chinese zodiac
脈	hope	myaku	suji	JDIC_Audio_All/みゃく - 脈.mp3	ミャク	すじ	vein; pulse; hope
民	people	min	tami	JDIC_Audio_All/たみ - 民.mp3	ミン	たみ	people; nation; subjects
無	nothing	mu, bu	na(i)	JDIC_Audio_All/む - 無.mp3	ム,ブ	ない	nothingness; none; ain't; nothing; nil; not
末	end	matsu, batsu	sue	JDIC_Audio_All/うら - 末.mp3	マツ,バツ	すえ	end; close; tip; powder; posterity
包	wrap	hoo	tsutsu(mu)	sounds/g4/e58c85_tsutsumu.wav	ホウ	つつむ,くるむ	wrap; pack up; cover; conceal
法	method	hoo, haQ, hoQ	nori	sounds/common/nori.wav	ホウ,ハッ	のり	method; law; rule; principle; model; system
望	ambition	boo, moo	nozo(mu)	sounds/common/nozomu.wav	ボウ,モウ	のぞむ,もち	ambition; full moon; hope; desire; aspire to; expect
牧	breed	boku	maki	sounds/common/boku.wav	ボク	まき	breed; care for; shepherd; feed; pasture
便	convenience	ben, bin	tayo(ri)	sounds/common/tayori.wav	ベン,ビン	たより	convenience
兵	soldier	hei, hyoo	tsuwamono	JDIC_Audio_All/つわもの - 兵.mp3	ヘイ,ヒョウ	つわもの	soldier; private; troops; army; warfare; strategy; tactics
別	separate	betsu	waka(reru)	JDIC_Audio_All/べつ - 別.mp3	ベツ	わかれる,わける	separate; branch off; diverge; fork; another; extra; specially
変	change	hen	ka(waru), ka(eru)	JDIC_Audio_All/へん - 変.mp3	ヘン	かわる,かわり	unusual; change; strange
辺	boundary	hen	ata(ri), be	JDIC_Audio_All/へん - 辺.mp3	ヘン	あたり,ほとり	environs; boundary; border; vicinity
副	vice-	fuku	fuku	JDIC_Audio_All/とりわけ - 副.mp3	フク	フク	vice-; duplicate; copy
粉	flour	fun	ko,kona	JDIC_Audio_All/こな - 粉.mp3	フン,デシメ	こ,こな	flour; powder; dust
不	non-	fu, bu	fu, bu	JDIC_Audio_All/ふ - 不.mp3	フ,ブ	フ,ブ	negative; non-; bad; ugly; clumsy
付	adhere	fu	tsu(keru), tsu(ku)	JDIC_Audio_All/つけ - 付け.mp3	フ	つける,-つける	adhere; attach; refer to; append
夫	husband	fu, fuu	otto	JDIC_Audio_All/おっと - 夫.mp3	フ,フウ	おっと,それ	husband; man
府	borough	fu	fu	sounds/common/fu.wav	フ	フ	borough; urban prefecture; govt office; representative body; storehouse
飯	meal	han	meshi	JDIC_Audio_All/まんま - 飯.mp3	ハン	めし	meal; boiled rice
費	expense	hi	tsui(yasu), tsui(eru)	JDIC_Audio_All/ひ - 費.mp3	ヒ	ついやす,ついえる	expense; cost; spend; consume; waste
