六	six	roku	mu, mu(tsu), mut(tsu), mui	sounds/g1/e585ad_muttsu.wav	ロク,リク	む,むつ	six
力	power	ryoku, riki	chikara	JDIC_Audio_All/ちから - 力.mp3	リョク,リキ	ちから	power; strong; strain; bear up; exert
林	grove	rin	hayashi	JDIC_Audio_All/はやし - 林.mp3	リン	はやし	grove; forest
立	stand up	ritsu, ryuu	ta(tsu), ta(teru)	JDIC_Audio_All/たつ - 立つ.mp3	リツ,リュウ	たつ,-たつ	stand up
夕	evening	seki	yuu	JDIC_Audio_All/ゆうべ - 夕.mp3	セキ	ゆう	evening
木	tree	boku, moku	ki, ko	JDIC_Audio_All/き - 木.mp3	ボク,モク	き,こ-	tree; wood
目	eye	moku, boku	me, ma	JDIC_Audio_All/もく - 目.mp3	モク,ボク	め,-め	eye; class; look; insight; experience; care; favor
名	name	mei, myoo	na	JDIC_Audio_All/な - 名.mp3	メイ,ミョウ	な,-な	name; noted; distinguished; reputation
本	book	hon	moto	JDIC_Audio_All/ほん - 本.mp3	ホン	もと	book; present; main; true; real; counter for long cylindrical things
文	sentence	bun, mon	fumi	JDIC_Audio_All/ふみ - 文.mp3	ブン,モン	ふみ,あや	sentence; literature; style; art; decoration; figures; plan; literary radical (no. 67)
八	eight	hachi	ya, ya(tsu), yat(tsu), yoo	sounds/g1/e585ab_yatsu.wav	ハチ	や,やつ	eight; eight radical (no. 12)
百	hundred	hyaku	momo	JDIC_Audio_All/ひゃく - 百.mp3	ヒャク,ビャク	もも	hundred
白	white	kaku, byaku	shiro, shira, shiro(i)	JDIC_Audio_All/しろ - 白.mp3	ハク,ビャク	しろ,しら-	white
二	two	ni	futa, futa(tsu)	sounds/g1/e4ba8c_futatsu.wav	ニ,ジ	ふた,ふたつ	two; two radical (no.2)
日	day	nichi, jitsu	hi, ka	sounds/g1/e697a5_nichi.wav	ニチ,ジツ	ひ,-び	day; sun; Japan; counter for days
入	enter	nyuu	i(ru), i(reru), hai(ru)	JDIC_Audio_All/いる - 入る.mp3	ニュウ,ジュ	いる,-いる	enter; insert
年	year	nen	toshi	JDIC_Audio_All/とし - 年.mp3	ネン	とし	year; counter for years
土	soil	do, to	tsuchi	JDIC_Audio_All/つち - 土.mp3	ド,ト	つち	soil; earth; ground; Turkey
町	town	choo	machi	JDIC_Audio_All/まち - 町.mp3	チョウ	まち	town; village; block; street
天	heavens	ten	ame,ama	JDIC_Audio_All/てん - 天.mp3	テン	あまつ,あめ	heavens; sky; imperial
田	rice field	den	ta	JDIC_Audio_All/た - 田.mp3	デン	た	rice field; rice paddy
虫	insect	chuu	mushi	JDIC_Audio_All/むし - 虫.mp3	チュウ,キ	むし	insect; bug; temper
男	male	dan, nan	otoko	JDIC_Audio_All/おとこ - 男.mp3	ダン,ナン	おとこ,お	male
竹	bamboo	chiku	take	JDIC_Audio_All/たけ - 竹.mp3	チク	たけ	bamboo
中	in	chuu	naka	JDIC_Audio_All/うち - 中.mp3	チュウ	なか,うち	in; inside; middle; mean; center
大	large	dai, tai	oo, oo(kii), oo(ini)	JDIC_Audio_All/おおき - 大き.mp3	ダイ,タイ	おお-,おおきい	large; big
早	early	soo, saQ	haya(i), haya(maru), haya(meru)	JDIC_Audio_All/はや - 早.mp3	ソウ,サッ	はやい,はや	early; fast
草	grass	soo	kusa	JDIC_Audio_All/くさ - 草.mp3	ソウ	くさ,くさ-	grass; weeds; herbs; pasture; write; draft
足	leg	soku	ashi, ta(riru), ta(ru), ta(su)	JDIC_Audio_All/あし - 足.mp3	ソク	あし,たりる	leg; foot; be sufficient; counter for pairs of footwear
村	village	son	mura	JDIC_Audio_All/むら - 村.mp3	ソン	むら	village; town
石	stone	seki, shaku, koku	ishi	JDIC_Audio_All/いし - 石.mp3	セキ,シャク	いし	stone
赤	red	seki, shaku	aka, aka(i), aka(ramu), aka(rameru)	JDIC_Audio_All/あか - 赤.mp3	セキ,シャク	あか,あか-	red
先	before	sen	saki	sounds/g1/e58588_saki.wav	セン	さき,まず	before; ahead; previous; future; precedence
千	thousand	sen	chi	JDIC_Audio_All/せん - 千.mp3	セン	ち	thousand
川	stream	sen	kawa	JDIC_Audio_All/かわ - 川.mp3	セン	かわ	stream; river; river or 3-stroke river radical (no. 47)
正	correct	sei, shoo	tada(shii), tada(su), masa	sounds/g1/e6ada3_tadashii.wav	セイ,ショウ	ただしい,ただす	correct; justice; righteous; 10**40
生	life	sei, shoo	i(kiru), i(kasu), i(keru), u(mareru), u(mu), o(u), ha(eru), ha(yasu), ki, nama	sounds/g1/e7949f_ikiru.wav	セイ,ショウ	いきる,いかす	life; genuine; birth
青	blue	sei, shoo	ao, ao(i)	JDIC_Audio_All/あお - 青.mp3	セイ,ショウ	あお,あお-	blue; green
水	water	sui	mizu	JDIC_Audio_All/みず - 水.mp3	スイ	みず,みず-	water
森	forest	shin	mori	JDIC_Audio_All/もり - 森.mp3	シン	もり	forest; woods
人	person	jin, nin	hito	JDIC_Audio_All/にん - 人.mp3	ジン,ニン	ひと,-り	person
女	woman	jo, nyo, nyoo	onna, me	JDIC_Audio_All/おんな - 女.mp3	ジョ,ニョ	おんな,め	woman; female
小	little	shoo	chii(sai), ko, o	sounds/g1/e5b08f_chiisai.wav	ショウ	ちいさい,こ-	little; small
