桜	オウ ・ ヨウ ・ さくら	cherry	general
際	サイ ・ きわ ・ -ぎわ	occasion; side; edge; verge; dangerous; adventurous; indecent; time; when	general
在	ザイ ・ ある	exist; outskirts; suburbs; located in	general
罪	ザイ ・ つみ	guilt; sin; crime; fault; blame; offense	general
財	ザイ ・ サイ ・ ゾク ・ たから	property; money; wealth; assets	general
査	サ	investigate	general
再	サイ ・ サ ・ ふたたび	again; twice; second time	general
妻	サイ ・ つま	wife; spouse	general
採	サイ ・ とる	pick; take; fetch; take up	general
災	サイ ・ わざわい	disaster; calamity; woe; curse; evil	general
講	コウ	lecture; club; association	general
鉱	コウ ・ あらがね	mineral; ore	general
混	コン ・ まじる ・ -まじり ・ まざる ・ まぜる ・ こむ	mix; blend; confuse	general
構	コウ ・ かまえる ・ かまう	posture; build; pretend	general
耕	コウ ・ たがやす	till; plow; cultivate	general
効	コウ ・ きく ・ ききめ ・ ならう	merit; efficacy; efficiency; benefit	general
厚	コウ ・ あつい ・ あか	thick; heavy; rich; kind; cordial; brazen; shameless	general
護	ゴ ・ まもる	safeguard; protect	general
限	ゲン ・ かぎる ・ かぎり ・ -かぎり	limit; restrict; to best of ability	general
個	コ ・ カ	individual; counter for articles	general
故	コ ・ ゆえ ・ ふるい ・ もと	happenstance; especially; intentionally; reason; cause; circumstances; the late; therefore; consequently	general
経	ケイ ・ キョウ ・ へる ・ たつ ・ たていと ・ はかる ・ のり	sutra; longitude; pass thru; expire; warp	general
潔	ケツ ・ いさぎよい	undefiled; pure; clean; righteous; gallant	general
件	ケン ・ くだん	affair; case; matter; item	general
券	ケン	ticket	general
検	ケン ・ しらべる	examination; investigate	general
険	ケン ・ けわしい	precipitous; inaccessible place; impregnable position; steep place; sharp eyes	general
減	ゲン ・ へる ・ へらす	dwindle; decrease; reduce; decline; curtail; get hungry	general
現	ゲン ・ あらわれる ・ あらわす ・ うつつ ・ うつつ	present; existing; actual	general
句	ク	phrase; clause; sentence; passage; paragraph; counter for haiku	general
群	グン ・ むれる ・ むれ ・ むら ・ むらがる	flock; group; crowd; herd; swarm; cluster	general
興	コウ ・ キョウ ・ おこる ・ おこす	entertain; revive; retrieve; interest; pleasure	general
均	キン ・ ならす	level; average	general
禁	キン	prohibition; ban; forbid	general
境	キョウ ・ ケイ ・ さかい	boundary; border; region	general
許	キョ ・ ゆるす ・ もと	permit; approve	general
居	キョ ・ コ ・ いる ・ -い ・ おる	reside; to be; exist; live with	general
旧	キュウ ・ ふるい ・ もと	old times; old things; old friend; former; ex-	general
規	キ	standard; measure	general
技	ギ ・ わざ	skill; art; craft; ability; feat; performance; vocation; arts	general
義	ギ	righteousness; justice; morality; honor; loyalty; meaning	general
逆	ギャク ・ ゲキ ・ さか ・ さかさ ・ さからう	inverted; reverse; opposite; wicked	general
久	キュウ ・ ク ・ ひさしい	long time; old story	general
寄	キ ・ よる ・ -より ・ よせる	draw near; stop in; bring near; gather; collect; send; forward	general
基	キ ・ もと ・ もとい	fundamentals; radical (chem); counter for machines; foundation	general
眼	ガン ・ ゲン ・ まなこ ・ め	eyeball	general
刊	カン	publish; carve; engrave	general
幹	カン ・ みき	tree trunk	general
慣	カン ・ なれる ・ ならす	accustomed; get used to; become experienced	general
格	カク ・ コウ ・ キャク ・ ゴウ	status; rank; capacity; character; case (law, grammar)	general
確	カク ・ コウ ・ たしか ・ たしかめる	assurance; firm; tight; hard; solid; confirm; clear; evident	general
額	ガク ・ ひたい	forehead; tablet; plaque; framed picture; sum; amount; volume	general
快	カイ ・ こころよい	cheerful; pleasant; agreeable; comfortable	general
営	エイ ・ いとなむ ・ いとなみ	occupation; camp; perform; build; conduct (business)	general
永	エイ ・ ながい	eternity; long; lengthy	general
衛	エイ ・ エ	defense; protection	general
液	エキ	fluid; liquid; juice; sap; secretion	general
益	エキ ・ ヤク ・ ます	benefit; gain; profit; advantage	general
演	エン	performance; act; play; render; stage	general
往	オウ ・ いく ・ いにしえ ・ さきに ・ ゆく	journey; chase away; let go; going; travel	general
応	オウ ・ ヨウ ・ -ノウ ・ あたる ・ まさに ・ こたえる	apply; answer; yes; OK; reply; accept	general
恩	オン	grace; kindness; goodness; favor; mercy; blessing; benefit	general
仮	カ ・ ケ ・ かり ・ かり-	sham; temporary; interim; assumed (name); informal	general
価	カ ・ ケ ・ あたい	value; price	general
可	カ ・ コク ・ -べき ・ -べし	can; passable; mustn't; should not; do not	general
河	カ ・ かわ	river	general
過	カ ・ すぎる ・ -すぎる ・ -すぎ ・ すごす ・ あやまつ ・ あやまち ・ よぎる	overdo; exceed; go beyond; error	general
賀	ガ	congratulations; joy	general
解	カイ ・ ゲ ・ とく ・ とかす ・ とける ・ ほどく ・ ほどける ・ わかる ・ さとる	unravel; notes; key; explanation; understanding; untie; undo; solve; answer; cancel; absolve; explain; minute	general
圧	アツ ・ エン ・ オウ ・ おす ・ へす ・ おさえる ・ おさえる	pressure; push; overwhelm; oppress; dominate	general
易	エキ ・ イ ・ やさしい ・ やすい	easy; ready to; simple; fortune-telling; divination	general
移	イ ・ うつる ・ うつす	shift; move; change; drift; catch (cold, fire); pass into	general
因	イン ・ よる ・ ちなむ	cause; factor; be associated with; depend on; be limited to	general
