話	ワ ・ はなす ・ はなし	tale; talk	general
来	ライ ・ タイ ・ くる ・ きたる ・ きたす ・ きたす ・ きたる ・ き ・ こ	come; due; next; cause; become	general
理	リ ・ ことわり	logic; arrangement; reason; justice; truth	general
里	リ ・ さと	ri; village; parent's home; league	general
曜	ヨウ	weekday	general
用	ヨウ ・ もちいる	utilize; business; service; use; employ	general
友	ユウ ・ とも	friend	general
門	モン ・ かど ・ と	gate; counter for cannons	general
夜	ヤ ・ よ ・ よる	night; evening	general
野	ヤ ・ ショ ・ の ・ の-	plains; field; rustic; civilian life	general
矢	シ ・ や	dart; arrow	general
毛	モウ ・ け	fur; hair; feather; down	general
明	メイ ・ ミョウ ・ ミン ・ あかり ・ あかるい ・ あかるむ ・ あからむ ・ あきらか ・ あける ・ -あけ ・ あく ・ あくる ・ 	bright; light	general
鳴	メイ ・ なく ・ なる ・ ならす	chirp; cry; bark; sound; ring; echo; honk	general
毎	マイ ・ ごと ・ -ごとに	every	general
万	マン ・ バン ・ よろず	ten thousand	general
歩	ホ ・ ブ ・ フ ・ あるく ・ あゆむ	walk; counter for steps	general
母	ボ ・ はは ・ も	mama; mother	general
方	ホウ ・ かた ・ -かた ・ -がた	direction; person; alternative	general
北	ホク ・ きた	north	general
妹	マイ ・ いもうと	younger sister	general
聞	ブン ・ モン ・ きく ・ きこえる	hear; ask; listen	general
米	ベイ ・ マイ ・ メエトル ・ こめ ・ よね	rice; USA; metre	general
風	フウ ・ フ ・ かぜ ・ かざ- ・ -かぜ	wind; air; style; manner	general
分	ブン ・ フン ・ ブ ・ わける ・ わけ ・ わかれる ・ わかる ・ わかつ	part; minute of time; segment; share; degree; one's lot; duty; understand; know; rate; 1%; chances; shaku/100	general
父	フ ・ ちち	father	general
麦	バク ・ むぎ	barley; wheat	general
半	ハン ・ なかば	half; middle; odd number; semi-; part-	general
番	バン ・ つがい	turn; number in a series	general
買	バイ ・ かう	buy	general
売	バイ ・ うる ・ うれる	sell	general
南	ナン ・ ナ ・ みなみ	south	general
肉	ニク ・ しし	meat	general
馬	バ ・ うま ・ うま- ・ ま	horse	general
頭	トウ ・ ズ ・ ト ・ あたま ・ かしら ・ -がしら ・ かぶり	head; counter for large animals	general
同	ドウ ・ おなじ	same; agree; equal	general
道	ドウ ・ トウ ・ みち	road-way; street; district; journey; course; moral; teachings	general
読	ドク ・ トク ・ トウ ・ よむ ・ -よみ	read	general
内	ナイ ・ ダイ ・ うち	inside; within; between; among; house; home	general
冬	トウ ・ ふゆ	winter	general
刀	トウ ・ かたな ・ そり	sword; saber; knife	general
東	トウ ・ ひがし	east	general
当	トウ ・ あたる ・ あたり ・ あてる ・ あて ・ まさに ・ まさにべし	hit; right; appropriate; himself	general
答	トウ ・ こたえる ・ こたえ	solution; answer	general
朝	チョウ ・ あさ	morning; dynasty; regime; epoch; period; (North) Korea	general
長	チョウ ・ ながい ・ おさ	long; leader	general
鳥	チョウ ・ とり	bird; chicken	general
直	チョク ・ ジキ ・ ジカ ・ ただちに ・ なおす ・ -なおす ・ なおる ・ なおき ・ すぐ	straightaway; honesty; frankness; fix; repair	general
通	ツウ ・ ツ ・ とおる ・ とおり ・ -とおり ・ -どおり ・ とおす ・ とおし ・ -どおし ・ かよう	traffic; pass through; avenue; commute; counter for letters, notes, documents, etc.	general
弟	テイ ・ ダイ ・ デ ・ おとうと	younger brother; faithful service to elders	general
店	テン ・ みせ ・ たな	store; shop	general
